Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order
Lizard,Iguana,,,Balsas Spiny-Tailed iguana,Balsas armed lizard,nopiche,Balsas Spiny-Tailed iguana Balsas armed lizard nopiche,Ctenosaura clarki,C. clarki,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Ctenosaura,,clarki,,,,Lizard > Iguana,Ctenosaura > clarki,"Balsas Spiny-Tailed iguana
 > Ctenosaura clarki",LIIGU,BLSTI,,,,,,,,,148
Lizard,Iguana,,,Turks and Caicos Rock Iguana,,,Turks and Caicos Rock Iguana  ,Cyclura,C.carinata,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,carinata,,,,Lizard > Iguana,Cyclura > carinata,"Turks and Caicos Rock Iguana
 > Cyclura",LIIGU,TCRIG,,,,,,,,,149
Lizard,Iguana,,,Rhinoceros Iguana,,,Rhinoceros Iguana  ,Cyclura cornuta,C.cornuta,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,cornuta,,,,Lizard > Iguana,Cyclura > cornuta,"Rhinoceros Iguana
 > Cyclura cornuta",LIIGU,RHIIG,,,,,,,,,150
Lizard,Iguana,,,Exuma Island Iguana,,,Exuma Island Iguana  ,Cyclura cychlura figginsi,C.c.figginsi,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,cychlura,figginsi,,,Lizard > Iguana,"Cyclura > cychlura > 
 > figginsi","Exuma Island Iguana
 > Cyclura cychlura figginsi",LIIGU,EXUIG,,,,,,,,,151
Lizard,Iguana,,,Grand Cayman Blue Iguana,Grand Cayman Ground iguana,,Grand Cayman Blue Iguana Grand Cayman Ground iguana ,Cyclura lewisi,C.lewisi,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,lewisi,,,,Lizard > Iguana,Cyclura > lewisi,"Grand Cayman Blue Iguana
 > Cyclura lewisi",LIIGU,GCBIG,,,,,,,,,152
Lizard,Iguana,,,Cuban Rock Iguana,,,Cuban Rock Iguana  ,Cyclura nubila,C.nubila,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,nubila,,,,Lizard > Iguana,Cyclura > nubila,"Cuban Rock Iguana
 > Cyclura nubila",LIIGU,CURIG,,,,,,,,,153
Lizard,Iguana,,,Rock Iguana (Caribbean rock iguana),,,Rock Iguana (Caribbean rock iguana)  ,Cyclura,C.sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,sp*,,,,Lizard > Iguana,Cyclura > sp*,"Rock Iguana (Caribbean rock iguana)
 > Cyclura",LIIGU,CROIG,,,,,,,,,154
Lizard,Iguana,,,Lesser Antillean Iguana,,,Lesser Antillean Iguana  ,Iguana delicatissima,I.delicatissima,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,delicatissima,,,,Lizard > Iguana,Iguana > delicatissima,"Lesser Antillean Iguana
 > Iguana delicatissima",LIIGU,LEAIG,,,,,,,,,155
Lizard,Iguana,,,Iguana,,,Iguana  ,Iguana Iguana,I.Iguana,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,Iguana,,,,Lizard > Iguana,Iguana > Iguana,"Iguana
 > Iguana Iguana",LIIGU,COMIG,,,,,,,,,156
Lizard,Iguana,,,St. Thomas Island Iguana,,,St. Thomas Island Iguana  ,Iguana iguana* sp*,I.iguana* sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,iguana*,sp*,,,Lizard > Iguana,"Iguana > iguana* > 
 > sp*","St. Thomas Island Iguana
 > Iguana iguana* sp*",LIIGU,STIIG,,,,,,,,,157
Lizard,Iguana,,,St. Lucia Iguana,,,St. Lucia Iguana  ,Iguana iguana* sp*,I.iguana* sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,iguana*,sp*,,,Lizard > Iguana,"Iguana > iguana* > 
 > sp*","St. Lucia Iguana
 > Iguana iguana* sp*",LIIGU,STLIG,,,,,,,,,158
Lizard,Lacertidae,,,Green keel bellied lizard,,,Green keel bellied lizard  ,Gastropholis prasina,G.prasina,Animalia,Chordata,Reptilia,Squamata,,,,,Lacertidae,,,Gastropholis,,prasina,,,,Lizard > Lacertidae,Gastropholis > prasina,"Green keel bellied lizard
 > Gastropholis prasina",LILAC,GKBLL,,,,,,,,,159
Lizard,Monitor,,,Borneo Earless Monitor Lizard,,,Borneo Earless Monitor Lizard  ,Lanthanotus borneensis,L. borneensis,Animalia,Chordata,Reptilia,Squamata,,,,,Lanthanotidae,,,Lanthanotus,,borneensis,,,,Lizard > Monitor,Lanthanotus > borneensis,"Borneo Earless Monitor Lizard
 > Lanthanotus borneensis",LIMON,BRELM,,,,,,,,,160
Lizard,Monitor,,,Tree Monitor*,,,Tree Monitor*  ,Varanus hapturosaurus sp,V. hapturosaurus sp,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,*,,,,Lizard > Monitor,Varanus > *,"Tree Monitor*
 > Varanus hapturosaurus sp",LIMON,TREEM,,,,,,,,,161
Lizard,Monitor,,,Black-Throated Monitor,,,Black-Throated Monitor  ,Varanus albigularis microstictus,V. a. microstictus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,albigularis,microstictus,,,Lizard > Monitor,"Varanus > albigularis > 
 > microstictus","Black-Throated Monitor
 > Varanus albigularis microstictus",LIMON,BKTHM,,,,,,,,,162
Lizard,Monitor,,,Peacock Monitor,Auffenberg's Monitor,,Peacock Monitor Auffenberg's Monitor ,Varanus auffenbergi,V. auffenbergi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,auffenbergi,,,,Lizard > Monitor,Varanus > auffenbergi,"Peacock Monitor
 > Varanus auffenbergi",LIMON,PKKMN,,,,,,,,,163
Lizard,Monitor,,,Black Tree Monitor,Beccari's Tree Monitor,,Black Tree Monitor Beccari's Tree Monitor ,Varanus beccarii,V.beccarii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,beccarii,,,,Lizard > Monitor,Varanus > beccarii,"Black Tree Monitor
 > Varanus beccarii",LIMON,BLKTM,,,,,,,,,164
Lizard,Monitor,,,Cumingi Water Monitor,Yellow Headed Water Monitor (cumingi),Cumings water monitor,Cumingi Water Monitor Yellow Headed Water Monitor (cumingi) Cumings water monitor,Varanus cumingi,V.cumingi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,cumingi,,,,Lizard > Monitor,Varanus > cumingi,"Cumingi Water Monitor
 > Varanus cumingi",LIMON,CUMWM,,,,,,,,,165
Lizard,Monitor,,,Blue Tailed Monitor,Blue-Tailed Tree Monitor,Kalabeck's monitor,Blue Tailed Monitor Blue-Tailed Tree Monitor Kalabeck's monitor,Varanus doreanus,V.doreanus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,doreanus,,,,Lizard > Monitor,Varanus > doreanus,"Blue Tailed Monitor
 > Varanus doreanus",LIMON,BLTLM,,,,,,,,,166
Lizard,Monitor,,,Dumeril's Monitor,,,Dumeril's Monitor  ,Varanus dumerilii,V.dumerilii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,dumerilii,,,,Lizard > Monitor,Varanus > dumerilii,"Dumeril's Monitor
 > Varanus dumerilii",LIMON,DUMRM,,,,,,,,,167
Lizard,Monitor,,,Savannah Monitor,,,Savannah Monitor  ,Varanus exanthematicus,V. exanthematicus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,exanthematicus,,,,Lizard > Monitor,Varanus > exanthematicus,"Savannah Monitor
 > Varanus exanthematicus",LIMON,SAVAM,,,,,,,,,168
Lizard,Monitor,,,Finsch's Monitor,,,Finsch's Monitor  ,Varanus finschi,V.finschi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,finschi,,,,Lizard > Monitor,Varanus > finschi,"Finsch's Monitor
 > Varanus finschi",LIMON,FINCM,,,,,,,,,169
Lizard,Monitor,,,Perentie Monitor,,,Perentie Monitor  ,Varanus giganteus,V.giganteus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,giganteus,,,,Lizard > Monitor,Varanus > giganteus,"Perentie Monitor
 > Varanus giganteus",LIMON,PRNTM,,,,,,,,,170
Lizard,Monitor,,,Kimberley Rock Monitor,,,Kimberley Rock Monitor  ,Varanus glauerti,V. glauerti,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,glauerti,,,,Lizard > Monitor,Varanus > glauerti,"Kimberley Rock Monitor
 > Varanus glauerti",LIMON,KIMRM,,,,,,,,,171
Lizard,Monitor,,,Mangrove Monitor,Western Pacific Monitor,Mangrove Goanna,Mangrove Monitor Western Pacific Monitor Mangrove Goanna,Varanus indicus,V.indicus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,indicus,,,,Lizard > Monitor,Varanus > indicus,"Mangrove Monitor
 > Varanus indicus",LIMON,MANGM,,,,,,,,,172
Lizard,Monitor,,,Peach-Throated Monitor,Sepik Monitor,,Peach-Throated Monitor Sepik Monitor ,Varanus jobiensis,V. jobiensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,jobiensis,,,,Lizard > Monitor,Varanus > jobiensis,"Peach-Throated Monitor
 > Varanus jobiensis",LIMON,PCTHM,,,,,,,,,173
Lizard,Monitor,,,Komodo Dragon,,,Komodo Dragon  ,Varanus komodoensis,V.komodoensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,komodoensis,,,,Lizard > Monitor,Varanus > komodoensis,"Komodo Dragon
 > Varanus komodoensis",LIMON,KMDDR,,,,,,,,,174
Lizard,Monitor,,,Biak Tree Monitor,Kordo Tree Monitor,,Biak Tree Monitor Kordo Tree Monitor ,Varanus kordensis,V.kordensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,kordensis,,,,Lizard > Monitor,Varanus > kordensis,"Biak Tree Monitor
 > Varanus kordensis",LIMON,BITRM,,,,,,,,,175
Lizard,Monitor,,,Blue Tree Monitor,Blue-Spotted Tree Monitor,,Blue Tree Monitor Blue-Spotted Tree Monitor ,Varanus macraei,V.macraei,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,macraei,,,,Lizard > Monitor,Varanus > macraei,"Blue Tree Monitor
 > Varanus macraei",LIMON,BLTRM,,,,,,,,,176
Lizard,Monitor,,,Quince Monitor,,,Quince Monitor  ,Varanus melinus,V.melinus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,melinus,,,,Lizard > Monitor,Varanus > melinus,"Quince Monitor
 > Varanus melinus",LIMON,QINCM,,,,,,,,,177
Lizard,Monitor,,,Mertens' Water Monitor,,,Mertens' Water Monitor  ,Varanus mertensi,V.mertensi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,mertensi,,,,Lizard > Monitor,Varanus > mertensi,"Mertens' Water Monitor
 > Varanus mertensi",LIMON,MERTM,,,,,,,,,178
Lizard,Monitor,,,Clouded Monitor,,,Clouded Monitor  ,Varanus nebulosus,V.nebulosus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,nebulosus,,,,Lizard > Monitor,Varanus > nebulosus,"Clouded Monitor
 > Varanus nebulosus",LIMON,CLODM,,,,,,,,,179
Lizard,Monitor,,,Nile Monitor,African Small-Grain Lizard,,Nile Monitor African Small-Grain Lizard ,Varanus niloticus,V.niloticus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,niloticus,,,,Lizard > Monitor,Varanus > niloticus,"Nile Monitor
 > Varanus niloticus",LIMON,NILEM,,,,,,,,,180
Lizard,Monitor,,,Nuchalis Monitor,Large-Scaled Water Monitor,Rough Necked Water Monitor,Nuchalis Monitor Large-Scaled Water Monitor Rough Necked Water Monitor,Varanus nuchalis,V. nuchalis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,nuchalis,,,,Lizard > Monitor,Varanus > nuchalis,"Nuchalis Monitor
 > Varanus nuchalis",LIMON,NUCHM,,,,,,,,,181
Lizard,Monitor,,,Obor Monitor,Sago Monitor,Torch Monitor,Obor Monitor Sago Monitor Torch Monitor,Varanus obor,V. obor,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,obor,,,,Lizard > Monitor,Varanus > obor,"Obor Monitor
 > Varanus obor",LIMON,OBORM,,,,,,,,,182
Lizard,Monitor,,,Gray's Monitor,Ornate Monitor,,Gray's Monitor Ornate Monitor ,Varanus olivaceus,V.olivaceus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Philippinosaurus,olivaceus,,,,Lizard > Monitor,Varanus > olivaceus,"Gray's Monitor
 > Varanus olivaceus",LIMON,GRAYM,,,,,,,,,183
Lizard,Monitor,,,Argus Monitor,Yellow Spotted Monitor,,Argus Monitor Yellow Spotted Monitor ,Varanus panoptes,V.panoptes,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,panoptes,,,,Lizard > Monitor,Varanus > panoptes,"Argus Monitor
 > Varanus panoptes",LIMON,ARGUM,,,,,,,,,184
Lizard,Monitor,,,Emerald Tree Monitor,Green Tree Monitor,,Emerald Tree Monitor Green Tree Monitor ,Varanus prasinus,V.prasinus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,prasinus,,,,Lizard > Monitor,Varanus > prasinus,"Emerald Tree Monitor
 > Varanus prasinus",LIMON,EMTRM,,,,,,,,,185
Lizard,Monitor,,,Yellow Tree Monitor,Reisinger's Tree Monitor,,Yellow Tree Monitor Reisinger's Tree Monitor ,Varanus reisingeri,V. reisingeri,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,reisingeri,,,,Lizard > Monitor,Varanus > reisingeri,"Yellow Tree Monitor
 > Varanus reisingeri",LIMON,YETRM,,,,,,,,,186
Lizard,Monitor,,,Roughneck Monitor,Rough Necked Monitor,Black Roughneck monitor,Roughneck Monitor Rough Necked Monitor Black Roughneck monitor,Varanus rudicollis,V. rudicollis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,rudicollis,,,,Lizard > Monitor,Varanus > rudicollis,"Roughneck Monitor
 > Varanus rudicollis",LIMON,ROUGM,,,,,,,,,187
Lizard,Monitor,,,Crocodile Monitor,,,Crocodile Monitor  ,Varanus salvadorii,V.salvadorii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Papusaurus,salvadorii,,,,Lizard > Monitor,Varanus > salvadorii,"Crocodile Monitor
 > Varanus salvadorii",LIMON,CROCM,,,,,,,,,188
Lizard,Monitor,,,Asian Water Monitor,,,Asian Water Monitor  ,Varanus salvator,V.salvator,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,salvator,,,,Lizard > Monitor,Varanus > salvator,"Asian Water Monitor
 > Varanus salvator",LIMON,ASAWM,,,,,,,,,189
Lizard,Monitor,,,Asian Water Monitor - Black Dragon,Black Dragon Monitor,,Asian Water Monitor - Black Dragon Black Dragon Monitor ,Varanus salvator komaini,V.salvator komaini,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,salvator,komaini*,,,Lizard > Monitor,"Varanus > salvator > 
 > komaini*","Asian Water Monitor - Black Dragon
 > Varanus salvator komaini",LIMON,BLDWM,,,,,,,,,190
Lizard,Monitor,,,Asian Water Monitor - Celebensis,Celebensis Monitor,,Asian Water Monitor - Celebensis Celebensis Monitor ,Varanus salvator celebensis,V.salvator komaini,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,salvator,celebensis,,,Lizard > Monitor,"Varanus > salvator > 
 > celebensis","Asian Water Monitor - Celebensis
 > Varanus salvator celebensis",LIMON,CLBWM,,,,,,,,,191
Lizard,Monitor,,,Spencer's Monitor,Spencer's Goanna,,Spencer's Monitor Spencer's Goanna ,Varanus spenceri,V.spenceri,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,spenceri,,,,Lizard > Monitor,Varanus > spenceri,"Spencer's Monitor
 > Varanus spenceri",LIMON,SPENM,,,,,,,,,192
Lizard,Monitor,,,Black Tailed Monitor,Black Headed Monitor,,Black Tailed Monitor Black Headed Monitor ,Varanus Odatriatristis,V. Odatriatristis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,tristis*,*,,,Lizard > Monitor,"Varanus > tristis* > 
 > *","Black Tailed Monitor
 > Varanus Odatriatristis",LIMON,BKTLM,,,,,,,,,193
Lizard,Monitor,,,Lace Monitor,Tree Goanna,,Lace Monitor Tree Goanna ,Varanus varius,V.varius,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,varius,,,,Lizard > Monitor,Varanus > varius,"Lace Monitor
 > Varanus varius",LIMON,LACEM,,,,,,,,,194
Lizard,Monitor,,,Tricolour Monitor,Black-Backed Mangrove Monitor,Black-Backed Monitor,Tricolour Monitor Black-Backed Mangrove Monitor Black-Backed Monitor,Varanus yuwonoi,V.yuwonoi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,yuwonoi,,,,Lizard > Monitor,Varanus > yuwonoi,"Tricolour Monitor
 > Varanus yuwonoi",LIMON,TRICM,,,,,,,,,195
Lizard,Monitor,,,Monitor - Indian,,,Monitor - Indian  ,Varanus spp.,V. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,,,,,Lizard > Monitor,Varanus >,"Monitor - Indian
 > Varanus spp.",LIMON,INDIM,,,,,,,,,196
Lizard,Monitor,,,Monitor*,,,Monitor*  ,Varanus spp.,V. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,,,,,Lizard > Monitor,Varanus >,"Monitor*
 > Varanus spp.",LIMON,MONIT,,,,,,,,,197
Lizard,Monitor,,,Bengal Water Monitor,,,Bengal Water Monitor  ,Varanus bengalensis,V. bengalensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,,bengalensis,,,,Lizard > Monitor,Varanus > bengalensis,"Bengal Water Monitor
 > Varanus bengalensis",LIMON,BNGAM,,,,,,,,,198
Lizard,Shinisauridae,,,Shinisaurus,,,Shinisaurus  ,Shinisaurus crocodilurus,S. crocodilurus,Animalia,Chordata,Reptilia,Squamata,,Shinisauria,,,Shinisauridae,,,Shinisaurus,,crocodilurus,,,,Lizard > Shinisauridae,Shinisaurus > crocodilurus,"Shinisaurus
 > Shinisaurus crocodilurus",LISHI,SHINI,,,,,,,,,199
Lizard,Skink,,,Major Skink - (Bellatorias),,,Major Skink - (Bellatorias)  ,Bellatorias frerei,B. frerei,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Bellatorias,,Bellatorias frerei,,,,Lizard > Skink,Bellatorias > Bellatorias frerei,"Major Skink - (Bellatorias)
 > Bellatorias frerei",LISKI,MAJSK,,,,,,,,,200
Lizard,Skink,,,Monkey Tailed Skink,Solomon Island Skink,Prehensile-Tailed Skink,Monkey Tailed Skink Solomon Island Skink Prehensile-Tailed Skink,Corucia zebrata,C. Zebrata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Corucia,,zebrata,,,,Lizard > Skink,Corucia > zebrata,"Monkey Tailed Skink
 > Corucia zebrata",LISKI,MTLSK,,,,,,,,,201
Lizard,Skink,,,Spiny Tailed Skink (Egernia sp),,,Spiny Tailed Skink (Egernia sp)  ,Egernia sp.,E. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Egernia,,sp.,,,,Lizard > Skink,Egernia > sp.,"Spiny Tailed Skink (Egernia sp)
 > Egernia sp.",LISKI,SPTSK,,,,,,,,,202
Lizard,Skink,,,Skink (pos Sun Skink - Mabuya),Golden Skink,Many Striped Sun Skink,Skink (pos Sun Skink - Mabuya) Golden Skink Many Striped Sun Skink,Eutropis multifasciata,E. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Eutropis,,multifasciata,,,,Lizard > Skink,Eutropis > multifasciata,"Skink (pos Sun Skink - Mabuya)
 > Eutropis multifasciata",LISKI,SUNSK,,,,,,,,,203
Lizard,Skink,,,Sandfish Skink,,,Sandfish Skink  ,Scincus scincus,S. scincus,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Scincus,,scincus,,,,Lizard > Skink,Scincus > scincus,"Sandfish Skink
 > Scincus scincus",LISKI,SNDSK,,,,,,,,,204
Lizard,Skink,,,Centralian Blue-Tongued Skink,,,Centralian Blue-Tongued Skink  ,Tiliqua multifasciata,T. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Centralian Blue-Tongued Skink
 > Tiliqua multifasciata",LISKI,CTBTS,,,,,,,,,205
Lizard,Skink,,,Blue-Tongued Skink*,,,Blue-Tongued Skink*  ,Tiliqua spp.,T. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Blue-Tongued Skink*
 > Tiliqua spp.",LISKI,BLUTS,,,,,,,,,206
Lizard,Skink,,,Western Blue-Tongued Skink,,,Western Blue-Tongued Skink  ,Tiliqua occipitalis,T. occipitalis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,occipitalis,,,,Lizard > Skink,Tiliqua > occipitalis,"Western Blue-Tongued Skink
 > Tiliqua occipitalis",LISKI,WEBTS,,,,,,,,,207
Lizard,Skink,,,Shingleback Skink,,,Shingleback Skink  ,Tiliqua rugosa sspp.,T. rugosa sspp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tiliqua,,rugosa,ssp.,,,Lizard > Skink,"Tiliqua > rugosa > 
 > ssp.","Shingleback Skink
 > Tiliqua rugosa sspp.",LISKI,SHBSK,,,,,,,,,208
Lizard,Skink,,,Common Blue-Tongued Skink,,,Common Blue-Tongued Skink  ,Tiliqua scincoides,T. scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,,,,Lizard > Skink,Tiliqua > scincoides,"Common Blue-Tongued Skink
 > Tiliqua scincoides",LISKI,COBTS,,,,,,,,,209
Lizard,Skink,,,Tanimbar Blue-Tongued Skink,,,Tanimbar Blue-Tongued Skink  ,Tiliqua scincoides chimaerea,T. scincoides chimaerea,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,chimaerea,,,Lizard > Skink,"Tiliqua > scincoides > 
 > chimaerea","Tanimbar Blue-Tongued Skink
 > Tiliqua scincoides chimaerea",LISKI,TNBTS,,,,,,,,,210
Lizard,Skink,,,Northern Blue-Tongued Skink,,,Northern Blue-Tongued Skink  ,Tiliqua scincoides intermedia,T. scincoides intermedia,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,intermedia,,,Lizard > Skink,"Tiliqua > scincoides > 
 > intermedia","Northern Blue-Tongued Skink
 > Tiliqua scincoides intermedia",LISKI,NRBTS,,,,,,,,,211
Lizard,Skink,,,Eastern Blue-Tongued Skink,,,Eastern Blue-Tongued Skink  ,Tiliqua scincoides scincoides,T. scincoides scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,scincoides,,,Lizard > Skink,"Tiliqua > scincoides > 
 > scincoides","Eastern Blue-Tongued Skink
 > Tiliqua scincoides scincoides",LISKI,EABTS,,,,,,,,,212
Lizard,Skink,,,Iran Jaya Blue-Tongued Skink,,,Iran Jaya Blue-Tongued Skink  ,Tiliqua sp.,T. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,sp.,,,,Lizard > Skink,Tiliqua > sp.,"Iran Jaya Blue-Tongued Skink
 > Tiliqua sp.",LISKI,IJBTS,,,,,,,,,213
Lizard,Skink,,,Red-Eyed Crocodile Skink,,,Red-Eyed Crocodile Skink  ,Tribolonotus gracilis,T. gracilis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tribolonotus,,gracilis,,,,Lizard > Skink,Tribolonotus > gracilis,"Red-Eyed Crocodile Skink
 > Tribolonotus gracilis",LISKI,RECRS,,,,,,,,,214
Lizard,Tegu,,,Tegu - Black and White,Argentine Black and White Tegu,,Tegu - Black and White Argentine Black and White Tegu ,Salvator merianae,S. merianae,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,merianae,,,,Lizard > Tegu,Salvator > merianae,"Tegu - Black and White
 > Salvator merianae",LITEG,BNWTG,,,,,,,,,215
Lizard,Tegu,,,Tegu -Red,,,Tegu -Red  ,Salvator rufescens,S. rufescens,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,rufescens,,,,Lizard > Tegu,Salvator > rufescens,"Tegu -Red
 > Salvator rufescens",LITEG,REDTG,,,,,,,,,216
Lizard,Tegu,,,Tegu,,,Tegu  ,Salvator sp.,S. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,sp.,,,,Lizard > Tegu,Salvator > sp.,"Tegu
 > Salvator sp.",LITEG,OTHTG,,,,,,,,,217
Lizard,Teiidae,,,Ameiva,Green Ameiva,Amazon Racerunner,Ameiva Green Ameiva Amazon Racerunner,Ameiva ameiva,A. ameiva,Animalia,Chordata,Reptilia,Squamata,,,,Lacertoidea,Teiidae,,,Ameiva,,ameiva,,,,Lizard > Teiidae,Ameiva > ameiva,"Ameiva
 > Ameiva ameiva",LITEI,AMIEV,,,,,,,,,218
Lizard,Tropiduridae,,,Western Leaf Lizard,,,Western Leaf Lizard  ,Stenocercus fimbriatus,S. fimbriatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Tropiduridae,,,Stenocercus,,fimbriatus,,,,Lizard > Tropiduridae,Stenocercus > fimbriatus,"Western Leaf Lizard
 > Stenocercus fimbriatus",LITRO,WESLZ,,,,,,,,,219
Mammal,Rodent,,,Coypu Rat,Nutria,,Coypu Rat Nutria ,Myocastor coypus,M. coypus,Animalia,Chordata,Mammalia,Rodentia,,,,,Echimyidae,Echimyinae,Myocastroni,Myocastor,,coypus,,,,Mammal > Rodent,Myocastor > coypus,"Coypu Rat
 > Myocastor coypus",MAROD,COYPU,,,,,,,,,220
